Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Loss per User,Resolution Speed
India,2017,Ransomware,Retail,69.91,340928,Unknown,Social Engineering,Antivirus,61.0,0.00020505795945184905,Medium (24-72h)
UK,2016,Malware,Telecommunications,3.76,678640,Insider,Zero-day,Encryption,44.0,5.540492750206295e-06,Medium (24-72h)
Brazil,2020,Phishing,IT,57.43,212798,Insider,Social Engineering,Antivirus,31.0,0.0002698803560183836,Medium (24-72h)
UK,2019,Ransomware,Retail,63.45,354024,Unknown,Weak Passwords,AI-based Detection,33.0,0.00017922513727882856,Medium (24-72h)
UK,2016,Man-in-the-Middle,Government,41.34,189354,Insider,Zero-day,Firewall,39.0,0.00021832123958300328,Medium (24-72h)
Australia,2022,Phishing,Education,22.73,648363,Unknown,Zero-day,VPN,47.0,3.505752178949138e-05,Medium (24-72h)
Brazil,2017,DDoS,IT,5.88,231114,Insider,Weak Passwords,AI-based Detection,37.0,2.5441989667436847e-05,Medium (24-72h)
India,2017,Ransomware,Banking,9.81,489620,Unknown,Unpatched Software,VPN,43.0,2.003594624402598e-05,Medium (24-72h)
USA,2015,DDoS,IT,94.14,854005,Unknown,Zero-day,AI-based Detection,14.0,0.00011023354664199858,Fast (<24h)
Germany,2017,Ransomware,IT,33.24,550719,Hacker Group,Zero-day,AI-based Detection,60.0,6.0357459975050804e-05,Medium (24-72h)
Germany,2019,Man-in-the-Middle,Government,75.37,445254,Hacker Group,Unpatched Software,VPN,42.0,0.00016927416710461895,Medium (24-72h)
Japan,2020,Phishing,Education,49.17,218097,Unknown,Zero-day,VPN,32.0,0.00022545014374338024,Medium (24-72h)
Germany,2017,Malware,Telecommunications,94.87,324790,Insider,Zero-day,VPN,42.0,0.00029209643154037997,Medium (24-72h)
India,2023,SQL Injection,Government,28.71,497965,Unknown,Unpatched Software,VPN,25.0,5.76546544435854e-05,Medium (24-72h)
Australia,2023,SQL Injection,Education,42.5,933030,Insider,Social Engineering,Antivirus,27.0,4.555051820413063e-05,Medium (24-72h)
UK,2015,Man-in-the-Middle,IT,53.07,538338,Nation-state,Zero-day,VPN,1.0,9.858118876988064e-05,Fast (<24h)
France,2018,Phishing,Retail,99.78,860459,Hacker Group,Social Engineering,AI-based Detection,11.0,0.00011596136480645795,Fast (<24h)
UK,2024,DDoS,Healthcare,82.87,276634,Unknown,Unpatched Software,Antivirus,38.0,0.0002995654908651865,Medium (24-72h)
Germany,2018,Man-in-the-Middle,Banking,81.46,316299,Insider,Social Engineering,Firewall,66.0,0.000257541124062991,Medium (24-72h)
Japan,2023,Ransomware,Healthcare,33.66,410385,Unknown,Zero-day,Encryption,71.0,8.202054168646514e-05,Medium (24-72h)
Japan,2024,DDoS,Healthcare,99.28,589898,Unknown,Weak Passwords,VPN,59.0,0.00016830028242170681,Medium (24-72h)
France,2016,Man-in-the-Middle,Retail,14.86,63760,Hacker Group,Weak Passwords,VPN,8.0,0.00023306148055207026,Fast (<24h)
USA,2015,Ransomware,Banking,33.75,58037,Insider,Social Engineering,VPN,13.0,0.0005815255785102607,Fast (<24h)
UK,2017,SQL Injection,Government,82.03,994787,Nation-state,Unpatched Software,Encryption,56.0,8.245986326721198e-05,Medium (24-72h)
India,2016,Ransomware,Retail,9.53,89719,Unknown,Zero-day,Firewall,68.0,0.00010622053299746987,Medium (24-72h)
Germany,2023,SQL Injection,Telecommunications,6.09,590760,Unknown,Unpatched Software,Firewall,32.0,1.0308754824294129e-05,Medium (24-72h)
UK,2022,DDoS,IT,29.05,186700,Insider,Weak Passwords,Antivirus,37.0,0.00015559721478307446,Medium (24-72h)
Japan,2019,SQL Injection,Education,89.48,682430,Hacker Group,Zero-day,VPN,5.0,0.0001311196752780505,Fast (<24h)
Australia,2018,SQL Injection,Education,75.2,60868,Insider,Social Engineering,Antivirus,46.0,0.0012354603404087533,Medium (24-72h)
France,2016,SQL Injection,Government,29.33,182916,Nation-state,Unpatched Software,Antivirus,17.0,0.00016034682586542456,Fast (<24h)
France,2023,DDoS,Education,65.96,181879,Insider,Weak Passwords,Antivirus,64.0,0.0003626586906679715,Medium (24-72h)
Australia,2017,Phishing,Retail,95.2,715732,Unknown,Weak Passwords,Antivirus,11.0,0.00013301067997518624,Fast (<24h)
UK,2023,Malware,Banking,16.02,452477,Hacker Group,Zero-day,Encryption,23.0,3.54051145141079e-05,Fast (<24h)
India,2018,Ransomware,Banking,11.19,168881,Insider,Social Engineering,AI-based Detection,5.0,6.625967397161314e-05,Fast (<24h)
France,2017,SQL Injection,Healthcare,27.42,94235,Insider,Social Engineering,Antivirus,29.0,0.00029097469093224387,Medium (24-72h)
Australia,2015,Ransomware,Telecommunications,17.38,75314,Unknown,Unpatched Software,Encryption,6.0,0.00023076718803940834,Fast (<24h)
Russia,2019,Man-in-the-Middle,Retail,99.53,515797,Nation-state,Social Engineering,Firewall,46.0,0.00019296351083856634,Medium (24-72h)
Russia,2024,DDoS,Telecommunications,55.05,363906,Insider,Weak Passwords,Antivirus,31.0,0.00015127532934329195,Medium (24-72h)
UK,2022,DDoS,Education,79.6,446296,Unknown,Zero-day,AI-based Detection,4.0,0.00017835696488429202,Fast (<24h)
Russia,2017,Ransomware,Telecommunications,65.18,329972,Nation-state,Unpatched Software,Firewall,48.0,0.00019753191179857686,Medium (24-72h)
China,2017,Ransomware,Education,25.73,639190,Insider,Social Engineering,Encryption,33.0,4.025407155931726e-05,Medium (24-72h)
USA,2022,Ransomware,Government,33.71,135105,Unknown,Unpatched Software,VPN,48.0,0.00024950964064986494,Medium (24-72h)
China,2015,DDoS,Education,94.74,103079,Nation-state,Social Engineering,Antivirus,57.0,0.0009191008837881624,Medium (24-72h)
France,2018,DDoS,IT,75.88,822364,Unknown,Zero-day,VPN,71.0,9.227057604661682e-05,Medium (24-72h)
India,2021,SQL Injection,Government,75.25,597509,Nation-state,Social Engineering,Firewall,20.0,0.00012593952559710397,Fast (<24h)
Brazil,2023,Man-in-the-Middle,Telecommunications,90.37,705678,Hacker Group,Zero-day,Antivirus,57.0,0.00012806124039576125,Medium (24-72h)
France,2020,Phishing,Retail,14.45,309967,Unknown,Zero-day,Firewall,26.0,4.661786577280807e-05,Medium (24-72h)
France,2022,Ransomware,Banking,54.47,604250,Unknown,Social Engineering,AI-based Detection,63.0,9.014480761274306e-05,Medium (24-72h)
India,2024,Ransomware,IT,33.66,131900,Unknown,Unpatched Software,Antivirus,21.0,0.0002551933282789992,Fast (<24h)
Australia,2022,Ransomware,Government,84.51,305494,Insider,Social Engineering,Firewall,19.0,0.00027663391097697504,Fast (<24h)
Brazil,2023,Malware,Healthcare,61.56,907121,Unknown,Social Engineering,VPN,33.0,6.786305244835033e-05,Medium (24-72h)
India,2024,Phishing,Banking,23.32,879162,Unknown,Zero-day,VPN,38.0,2.6525259280997132e-05,Medium (24-72h)
Brazil,2017,Man-in-the-Middle,Telecommunications,43.71,57237,Unknown,Unpatched Software,Firewall,52.0,0.0007636668588500446,Medium (24-72h)
Australia,2016,Phishing,Telecommunications,2.84,880127,Insider,Social Engineering,Antivirus,67.0,3.226807040347586e-06,Medium (24-72h)
China,2017,Phishing,IT,71.4,698847,Insider,Zero-day,AI-based Detection,17.0,0.00010216828576211962,Fast (<24h)
India,2022,Man-in-the-Middle,Banking,90.87,928859,Unknown,Unpatched Software,Firewall,32.0,9.782970289355005e-05,Medium (24-72h)
India,2017,SQL Injection,IT,78.94,858565,Unknown,Weak Passwords,Encryption,29.0,9.194411605411354e-05,Medium (24-72h)
China,2022,Malware,Telecommunications,34.33,571265,Unknown,Unpatched Software,Firewall,17.0,6.009470210847855e-05,Fast (<24h)
Russia,2015,DDoS,Banking,40.64,259321,Nation-state,Social Engineering,AI-based Detection,62.0,0.00015671696468855202,Medium (24-72h)
Brazil,2022,Man-in-the-Middle,Banking,59.43,121504,Insider,Weak Passwords,AI-based Detection,32.0,0.0004891196997629708,Medium (24-72h)
France,2018,DDoS,Banking,50.75,670630,Nation-state,Zero-day,Antivirus,4.0,7.56751114623563e-05,Fast (<24h)
China,2024,Ransomware,Banking,72.18,277175,Insider,Social Engineering,Firewall,72.0,0.0002604130964192298,Medium (24-72h)
USA,2016,Man-in-the-Middle,Retail,23.35,952463,Nation-state,Unpatched Software,Antivirus,26.0,2.451538799932386e-05,Medium (24-72h)
UK,2020,DDoS,Government,78.32,624619,Unknown,Weak Passwords,AI-based Detection,67.0,0.00012538843679106782,Medium (24-72h)
China,2018,Phishing,Healthcare,20.22,363934,Insider,Weak Passwords,Firewall,24.0,5.555952452917287e-05,Fast (<24h)
Japan,2017,SQL Injection,IT,33.15,44750,Unknown,Unpatched Software,Firewall,22.0,0.0007407821229050279,Fast (<24h)
UK,2021,DDoS,Banking,8.82,736601,Nation-state,Zero-day,AI-based Detection,26.0,1.1973918037037691e-05,Medium (24-72h)
Japan,2018,Ransomware,Education,43.32,42876,Unknown,Unpatched Software,Antivirus,40.0,0.0010103554436048138,Medium (24-72h)
Australia,2018,DDoS,Healthcare,90.4,536357,Nation-state,Weak Passwords,Encryption,55.0,0.00016854445826194122,Medium (24-72h)
USA,2017,Phishing,Government,55.34,785099,Insider,Social Engineering,Encryption,29.0,7.048792572656442e-05,Medium (24-72h)
France,2019,DDoS,Healthcare,27.89,460544,Unknown,Weak Passwords,Firewall,29.0,6.055881739855475e-05,Medium (24-72h)
France,2020,Ransomware,Education,66.04,881755,Unknown,Zero-day,Firewall,10.0,7.489608791557747e-05,Fast (<24h)
India,2024,SQL Injection,Telecommunications,10.24,213393,Unknown,Social Engineering,Encryption,49.0,4.798657875375481e-05,Medium (24-72h)
UK,2017,Man-in-the-Middle,Telecommunications,43.82,213979,Hacker Group,Unpatched Software,Firewall,10.0,0.00020478645100687452,Fast (<24h)
UK,2021,Malware,Telecommunications,3.17,570243,Insider,Unpatched Software,Antivirus,51.0,5.559033604971915e-06,Medium (24-72h)
Brazil,2016,Malware,Government,72.73,47624,Nation-state,Weak Passwords,Firewall,70.0,0.0015271711741978835,Medium (24-72h)
China,2024,Man-in-the-Middle,Banking,16.09,72940,Nation-state,Zero-day,VPN,26.0,0.00022059226761721962,Medium (24-72h)
Japan,2020,Malware,Telecommunications,98.14,710142,Insider,Zero-day,AI-based Detection,56.0,0.00013819771257016203,Medium (24-72h)
Japan,2023,Malware,Retail,51.91,360524,Hacker Group,Unpatched Software,Firewall,47.0,0.000143984866472135,Medium (24-72h)
France,2017,Phishing,IT,55.9,309259,Insider,Zero-day,AI-based Detection,3.0,0.00018075464254880213,Fast (<24h)
UK,2024,Phishing,Government,30.68,393201,Nation-state,Social Engineering,Firewall,3.0,7.802625120485451e-05,Fast (<24h)
Germany,2020,Ransomware,IT,65.2,306799,Unknown,Zero-day,Encryption,61.0,0.00021251698995107546,Medium (24-72h)
Russia,2022,Malware,Healthcare,81.92,30180,Insider,Weak Passwords,AI-based Detection,53.0,0.0027143803843605037,Medium (24-72h)
India,2017,Phishing,Retail,97.87,113745,Unknown,Unpatched Software,Encryption,2.0,0.0008604334256450834,Fast (<24h)
Japan,2024,Ransomware,Banking,24.22,584428,Nation-state,Weak Passwords,Firewall,34.0,4.1442230693943475e-05,Medium (24-72h)
France,2020,Ransomware,Healthcare,3.27,178268,Nation-state,Unpatched Software,Antivirus,2.0,1.83431687122759e-05,Fast (<24h)
China,2022,Phishing,Retail,33.69,338578,Unknown,Social Engineering,AI-based Detection,38.0,9.950439780493712e-05,Medium (24-72h)
China,2024,DDoS,Healthcare,7.31,972407,Hacker Group,Zero-day,Encryption,51.0,7.5174284018934455e-06,Medium (24-72h)
Brazil,2022,Ransomware,Banking,15.66,817169,Insider,Unpatched Software,Firewall,54.0,1.9163722559225817e-05,Medium (24-72h)
Australia,2015,Malware,Healthcare,62.34,796100,Hacker Group,Social Engineering,AI-based Detection,20.0,7.830674538374577e-05,Fast (<24h)
UK,2016,Man-in-the-Middle,Banking,76.06,530253,Unknown,Weak Passwords,Encryption,28.0,0.00014344096120153964,Medium (24-72h)
Australia,2024,Man-in-the-Middle,Government,50.36,165496,Nation-state,Weak Passwords,Encryption,72.0,0.00030429738483105334,Medium (24-72h)
Russia,2021,Ransomware,Banking,34.92,501490,Insider,Social Engineering,Firewall,44.0,6.963249516441006e-05,Medium (24-72h)
India,2016,Malware,Banking,11.81,392365,Insider,Social Engineering,Antivirus,72.0,3.0099524677277537e-05,Medium (24-72h)
China,2022,Malware,Education,96.72,194617,Insider,Social Engineering,Antivirus,31.0,0.0004969761120559869,Medium (24-72h)
Japan,2022,Man-in-the-Middle,Retail,44.34,516125,Unknown,Zero-day,Firewall,67.0,8.590942116735287e-05,Medium (24-72h)
Australia,2021,Man-in-the-Middle,Telecommunications,67.72,393335,Hacker Group,Social Engineering,Antivirus,31.0,0.0001721687619967712,Medium (24-72h)
UK,2018,SQL Injection,Government,34.09,197436,Unknown,Zero-day,Antivirus,10.0,0.00017266354666828747,Fast (<24h)
France,2022,DDoS,Education,31.51,452360,Nation-state,Zero-day,Antivirus,65.0,6.965691042532497e-05,Medium (24-72h)
Australia,2018,DDoS,Healthcare,20.39,913090,Unknown,Zero-day,VPN,2.0,2.2330766956159854e-05,Fast (<24h)
Germany,2018,SQL Injection,Telecommunications,38.65,368222,Insider,Zero-day,VPN,56.0,0.00010496385332761215,Medium (24-72h)
India,2022,SQL Injection,Healthcare,77.3,826937,Unknown,Zero-day,AI-based Detection,64.0,9.347749586727888e-05,Medium (24-72h)
Brazil,2015,Ransomware,Retail,89.93,673959,Hacker Group,Zero-day,Firewall,39.0,0.00013343541669448737,Medium (24-72h)
UK,2022,Ransomware,Education,4.29,383246,Nation-state,Unpatched Software,VPN,45.0,1.1193854599917547e-05,Medium (24-72h)
UK,2019,Man-in-the-Middle,Banking,76.03,422890,Insider,Social Engineering,VPN,4.0,0.0001797867057627279,Fast (<24h)
Australia,2020,Malware,Banking,42.3,497035,Hacker Group,Zero-day,AI-based Detection,66.0,8.51046706972346e-05,Medium (24-72h)
Brazil,2023,Phishing,Government,72.57,720220,Unknown,Weak Passwords,Firewall,71.0,0.00010076087862042153,Medium (24-72h)
Russia,2019,Phishing,Government,93.7,808318,Nation-state,Social Engineering,Antivirus,57.0,0.00011591972466281834,Medium (24-72h)
Germany,2022,SQL Injection,IT,68.63,294981,Unknown,Zero-day,AI-based Detection,3.0,0.0002326590526169482,Fast (<24h)
USA,2017,Phishing,Healthcare,52.7,281182,Nation-state,Zero-day,Encryption,27.0,0.0001874230925165907,Medium (24-72h)
Australia,2017,Ransomware,Education,66.56,95750,Nation-state,Zero-day,Antivirus,44.0,0.0006951436031331593,Medium (24-72h)
Brazil,2015,Ransomware,Retail,91.03,879260,Hacker Group,Social Engineering,Antivirus,16.0,0.00010353024133930806,Fast (<24h)
Russia,2017,Man-in-the-Middle,IT,14.74,561615,Hacker Group,Weak Passwords,Antivirus,29.0,2.624573773848633e-05,Medium (24-72h)
Brazil,2016,SQL Injection,Retail,40.29,206598,Unknown,Zero-day,Encryption,45.0,0.00019501640867772196,Medium (24-72h)
Brazil,2017,Man-in-the-Middle,IT,56.83,171305,Unknown,Unpatched Software,Firewall,54.0,0.0003317474679664925,Medium (24-72h)
Russia,2024,SQL Injection,Government,63.45,492909,Unknown,Zero-day,AI-based Detection,42.0,0.00012872558626440174,Medium (24-72h)
UK,2021,Man-in-the-Middle,IT,72.57,477493,Hacker Group,Unpatched Software,Encryption,16.0,0.00015198128558952694,Fast (<24h)
Japan,2021,Phishing,Government,22.94,622723,Nation-state,Weak Passwords,AI-based Detection,67.0,3.6838208962893615e-05,Medium (24-72h)
Australia,2016,Malware,Healthcare,80.22,124155,Nation-state,Weak Passwords,Encryption,40.0,0.0006461278240908542,Medium (24-72h)
China,2024,Malware,Retail,34.49,897277,Unknown,Zero-day,VPN,55.0,3.8438520100258895e-05,Medium (24-72h)
USA,2017,SQL Injection,Healthcare,51.26,28682,Hacker Group,Zero-day,VPN,44.0,0.0017871835994700508,Medium (24-72h)
Japan,2020,Phishing,Banking,73.04,512431,Nation-state,Unpatched Software,VPN,44.0,0.00014253626341887983,Medium (24-72h)
Australia,2018,SQL Injection,IT,19.14,171977,Unknown,Zero-day,Antivirus,44.0,0.0001112939520982457,Medium (24-72h)
UK,2015,SQL Injection,Telecommunications,38.72,943070,Hacker Group,Zero-day,VPN,36.0,4.1057397648106714e-05,Medium (24-72h)
Japan,2021,DDoS,Education,14.88,887855,Nation-state,Zero-day,AI-based Detection,7.0,1.6759493385744295e-05,Fast (<24h)
USA,2018,Ransomware,Retail,54.05,535110,Nation-state,Zero-day,Antivirus,2.0,0.00010100726953336697,Fast (<24h)
USA,2021,Man-in-the-Middle,Telecommunications,42.29,817386,Nation-state,Zero-day,Firewall,8.0,5.173810170470255e-05,Fast (<24h)
India,2018,Phishing,Banking,96.59,206552,Nation-state,Weak Passwords,Encryption,13.0,0.0004676304272047717,Fast (<24h)
Brazil,2020,Man-in-the-Middle,Education,71.35,154966,Hacker Group,Zero-day,Antivirus,19.0,0.00046042357678458494,Fast (<24h)
France,2016,Phishing,Banking,54.5,511287,Unknown,Unpatched Software,Antivirus,34.0,0.00010659375262817166,Medium (24-72h)
Germany,2023,SQL Injection,Banking,94.48,426499,Unknown,Unpatched Software,VPN,37.0,0.00022152455222638272,Medium (24-72h)
UK,2016,Man-in-the-Middle,Telecommunications,73.63,15907,Hacker Group,Social Engineering,Antivirus,36.0,0.004628779782485698,Medium (24-72h)
UK,2022,Phishing,Education,36.15,375734,Nation-state,Weak Passwords,AI-based Detection,31.0,9.621168166841436e-05,Medium (24-72h)
Brazil,2023,Malware,Government,19.18,993826,Unknown,Zero-day,Firewall,7.0,1.9299152970439493e-05,Fast (<24h)
India,2023,Ransomware,Banking,83.18,397813,Nation-state,Social Engineering,Antivirus,12.0,0.00020909321716484883,Fast (<24h)
France,2024,Ransomware,Banking,70.98,185001,Insider,Zero-day,VPN,3.0,0.0003836736017643148,Fast (<24h)
Japan,2024,DDoS,IT,7.99,805548,Insider,Unpatched Software,Antivirus,10.0,9.918713720349378e-06,Fast (<24h)
Brazil,2015,SQL Injection,Retail,74.74,562552,Nation-state,Unpatched Software,Encryption,37.0,0.00013285882905046998,Medium (24-72h)
Brazil,2018,Malware,Education,33.12,724513,Nation-state,Zero-day,VPN,46.0,4.571346545886685e-05,Medium (24-72h)
UK,2024,SQL Injection,Telecommunications,54.1,715395,Unknown,Social Engineering,VPN,60.0,7.562255816716639e-05,Medium (24-72h)
France,2020,Ransomware,Telecommunications,75.13,177097,Unknown,Unpatched Software,Encryption,15.0,0.00042423078877677203,Fast (<24h)
Australia,2020,Man-in-the-Middle,Banking,56.34,407084,Unknown,Unpatched Software,Firewall,11.0,0.00013839895451552998,Fast (<24h)
UK,2023,Phishing,Healthcare,23.66,889641,Hacker Group,Social Engineering,AI-based Detection,50.0,2.659499730790285e-05,Medium (24-72h)
USA,2019,SQL Injection,IT,17.81,378105,Unknown,Weak Passwords,Encryption,4.0,4.7103317861440605e-05,Fast (<24h)
Germany,2020,SQL Injection,Education,43.96,597987,Hacker Group,Weak Passwords,Encryption,50.0,7.351330380091875e-05,Medium (24-72h)
USA,2018,Malware,Education,77.07,10600,Insider,Social Engineering,Firewall,47.0,0.0072707547169811315,Medium (24-72h)
France,2016,SQL Injection,Healthcare,10.82,586784,Hacker Group,Weak Passwords,Encryption,26.0,1.843949391939794e-05,Medium (24-72h)
India,2023,SQL Injection,Banking,48.53,421083,Insider,Unpatched Software,AI-based Detection,28.0,0.00011525043756219084,Medium (24-72h)
Australia,2023,Ransomware,Education,94.86,127127,Unknown,Social Engineering,Encryption,47.0,0.0007461829509073603,Medium (24-72h)
China,2016,Malware,Government,15.92,668188,Insider,Unpatched Software,AI-based Detection,38.0,2.3825629912539586e-05,Medium (24-72h)
Japan,2018,SQL Injection,Education,11.28,433618,Hacker Group,Social Engineering,Antivirus,59.0,2.601368024390131e-05,Medium (24-72h)
Germany,2023,Malware,Telecommunications,3.86,51176,Unknown,Social Engineering,Encryption,61.0,7.542598092856027e-05,Medium (24-72h)
Germany,2016,SQL Injection,IT,34.35,918452,Unknown,Weak Passwords,AI-based Detection,16.0,3.7399885894962394e-05,Fast (<24h)
Germany,2023,Ransomware,Healthcare,84.92,152814,Nation-state,Social Engineering,AI-based Detection,33.0,0.000555708246626618,Medium (24-72h)
USA,2017,Man-in-the-Middle,Retail,74.57,502149,Hacker Group,Weak Passwords,AI-based Detection,29.0,0.00014850173952352786,Medium (24-72h)
USA,2019,Ransomware,Healthcare,89.81,46960,Nation-state,Zero-day,AI-based Detection,16.0,0.0019124787052810903,Fast (<24h)
Brazil,2017,SQL Injection,Government,40.66,651335,Insider,Weak Passwords,Encryption,21.0,6.242563350656727e-05,Fast (<24h)
Brazil,2018,DDoS,Telecommunications,69.83,587034,Hacker Group,Weak Passwords,AI-based Detection,35.0,0.00011895392771117176,Medium (24-72h)
