Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Loss per User,Resolution Speed,Cluster,Threat Profile
UK,2022,Ransomware,IT,63.67,560021,Unknown,Zero-day,Encryption,43.0,0.0001136921651152,Medium (24-72h),5,Critical: High Impact on Both
Japan,2021,Man-in-the-Middle,Government,61.03,768506,Nation-state,Zero-day,AI-based Detection,11.0,7.941382370469456e-05,Fast (<24h),2,Critical: High Impact on Both
Australia,2018,Phishing,Healthcare,39.94,755469,Hacker Group,Social Engineering,Antivirus,58.0,5.286782118127944e-05,Medium (24-72h),0,Widespread: High User Impact
India,2022,Ransomware,Retail,74.05,205336,Hacker Group,Social Engineering,AI-based Detection,2.0,0.0003606284333969,Fast (<24h),1,Targeted: High Financial Impact
France,2020,DDoS,IT,7.52,957779,Nation-state,Social Engineering,Encryption,17.0,7.851498101336529e-06,Fast (<24h),0,Widespread: High User Impact
UK,2017,Malware,Education,29.47,85644,Hacker Group,Social Engineering,AI-based Detection,3.0,0.0003440988277053,Fast (<24h),4,Standard: Moderate Impact
France,2019,Man-in-the-Middle,Telecommunications,75.99,561713,Insider,Unpatched Software,Firewall,31.0,0.0001352826087343,Medium (24-72h),2,Critical: High Impact on Both
Germany,2017,Phishing,Healthcare,53.57,287762,Insider,Weak Passwords,Encryption,13.0,0.0001861607856492,Fast (<24h),4,Standard: Moderate Impact
India,2015,Phishing,Healthcare,76.08,471550,Unknown,Zero-day,VPN,5.0,0.0001613402608419,Fast (<24h),2,Critical: High Impact on Both
Japan,2018,SQL Injection,IT,69.19,33209,Insider,Unpatched Software,AI-based Detection,66.0,0.0020834713481285,Medium (24-72h),3,Standard: Moderate Impact
China,2017,Phishing,Retail,45.83,395251,Unknown,Unpatched Software,Encryption,33.0,0.0001159516357959,Medium (24-72h),4,Standard: Moderate Impact
Germany,2019,DDoS,IT,14.77,491791,Hacker Group,Zero-day,Encryption,66.0,3.0033083159309542e-05,Medium (24-72h),3,Standard: Moderate Impact
Australia,2016,Phishing,Healthcare,53.81,279874,Hacker Group,Unpatched Software,AI-based Detection,66.0,0.0001922650907193,Medium (24-72h),3,Standard: Moderate Impact
France,2019,Malware,IT,71.94,881326,Insider,Unpatched Software,Firewall,43.0,8.162700294783089e-05,Medium (24-72h),5,Critical: High Impact on Both
UK,2023,DDoS,IT,68.86,749700,Nation-state,Zero-day,AI-based Detection,35.0,9.18500733626784e-05,Medium (24-72h),2,Critical: High Impact on Both
UK,2022,Phishing,Government,97.56,722445,Nation-state,Weak Passwords,Firewall,10.0,0.0001350414218383,Fast (<24h),2,Critical: High Impact on Both
USA,2023,Ransomware,Government,84.13,695841,Nation-state,Zero-day,AI-based Detection,21.0,0.0001209040571049,Fast (<24h),2,Critical: High Impact on Both
USA,2020,SQL Injection,Government,40.95,803757,Hacker Group,Social Engineering,Firewall,33.0,5.094823435441309e-05,Medium (24-72h),0,Widespread: High User Impact
Japan,2022,DDoS,IT,20.16,174510,Insider,Zero-day,AI-based Detection,60.0,0.0001155234657039,Medium (24-72h),3,Standard: Moderate Impact
Germany,2022,SQL Injection,Retail,11.51,857660,Hacker Group,Zero-day,VPN,37.0,1.3420236457337406e-05,Medium (24-72h),0,Widespread: High User Impact
UK,2020,SQL Injection,Banking,47.67,729265,Unknown,Zero-day,Firewall,42.0,6.536718476822554e-05,Medium (24-72h),0,Widespread: High User Impact
India,2023,Phishing,Retail,38.89,836604,Hacker Group,Unpatched Software,AI-based Detection,44.0,4.648555349962467e-05,Medium (24-72h),0,Widespread: High User Impact
China,2016,Malware,Government,91.69,885843,Insider,Unpatched Software,AI-based Detection,46.0,0.0001035059259936,Medium (24-72h),5,Critical: High Impact on Both
France,2015,Man-in-the-Middle,Education,17.94,808798,Unknown,Social Engineering,Encryption,60.0,2.218106375139405e-05,Medium (24-72h),0,Widespread: High User Impact
Russia,2018,Man-in-the-Middle,Telecommunications,30.5,401208,Hacker Group,Unpatched Software,VPN,10.0,7.602041833662339e-05,Fast (<24h),4,Standard: Moderate Impact
Japan,2021,Ransomware,Healthcare,77.33,380970,Nation-state,Weak Passwords,Encryption,44.0,0.0002029818620888,Medium (24-72h),1,Targeted: High Financial Impact
USA,2021,Phishing,Healthcare,70.03,248437,Hacker Group,Social Engineering,Encryption,70.0,0.0002818823283166,Medium (24-72h),3,Standard: Moderate Impact
Australia,2024,SQL Injection,Retail,66.49,709125,Hacker Group,Weak Passwords,AI-based Detection,37.0,9.376344086021504e-05,Medium (24-72h),2,Critical: High Impact on Both
Japan,2018,Malware,Education,5.33,656250,Hacker Group,Social Engineering,Firewall,67.0,8.121904761904762e-06,Medium (24-72h),0,Widespread: High User Impact
India,2020,Ransomware,Healthcare,10.46,32616,Unknown,Unpatched Software,Firewall,63.0,0.0003207014961981,Medium (24-72h),3,Standard: Moderate Impact
Australia,2017,Phishing,Healthcare,39.3,290846,Unknown,Weak Passwords,Firewall,3.0,0.0001351230548125,Fast (<24h),4,Standard: Moderate Impact
India,2023,DDoS,Banking,23.83,557428,Insider,Unpatched Software,VPN,38.0,4.2749915684178046e-05,Medium (24-72h),0,Widespread: High User Impact
Japan,2015,DDoS,Banking,59.13,182440,Insider,Zero-day,Firewall,8.0,0.0003241065555799,Fast (<24h),1,Targeted: High Financial Impact
Australia,2021,DDoS,Government,30.24,292383,Insider,Social Engineering,Encryption,71.0,0.0001034259857789,Medium (24-72h),3,Standard: Moderate Impact
France,2017,DDoS,Government,86.82,99728,Nation-state,Unpatched Software,VPN,44.0,0.0008705679448098,Medium (24-72h),1,Targeted: High Financial Impact
USA,2015,DDoS,IT,66.39,365006,Insider,Weak Passwords,VPN,47.0,0.0001818874210286,Medium (24-72h),1,Targeted: High Financial Impact
Russia,2019,Ransomware,Telecommunications,61.11,605427,Nation-state,Zero-day,Encryption,33.0,0.0001009370246123,Medium (24-72h),2,Critical: High Impact on Both
USA,2022,Malware,Retail,7.65,864358,Hacker Group,Unpatched Software,VPN,11.0,8.850499445831474e-06,Fast (<24h),0,Widespread: High User Impact
USA,2016,Ransomware,Retail,9.82,610968,Unknown,Unpatched Software,Antivirus,26.0,1.6072854879469956e-05,Medium (24-72h),0,Widespread: High User Impact
China,2016,DDoS,IT,67.28,413150,Hacker Group,Social Engineering,Firewall,27.0,0.000162846423817,Medium (24-72h),1,Targeted: High Financial Impact
USA,2017,Malware,Education,13.14,681956,Nation-state,Social Engineering,Antivirus,35.0,1.926810527365402e-05,Medium (24-72h),0,Widespread: High User Impact
Australia,2016,Man-in-the-Middle,IT,84.46,94162,Unknown,Weak Passwords,Firewall,15.0,0.0008969648053354,Fast (<24h),1,Targeted: High Financial Impact
France,2023,Man-in-the-Middle,Retail,9.43,565002,Hacker Group,Unpatched Software,Firewall,72.0,1.6690206406349004e-05,Medium (24-72h),3,Standard: Moderate Impact
France,2017,Phishing,Retail,90.69,275185,Nation-state,Zero-day,Encryption,20.0,0.000329560114105,Fast (<24h),1,Targeted: High Financial Impact
Russia,2021,DDoS,Retail,37.47,476758,Hacker Group,Unpatched Software,AI-based Detection,19.0,7.859333246636658e-05,Fast (<24h),4,Standard: Moderate Impact
USA,2024,SQL Injection,Banking,7.2,312607,Hacker Group,Weak Passwords,Antivirus,24.0,2.303211380423343e-05,Fast (<24h),4,Standard: Moderate Impact
Russia,2017,Phishing,Banking,94.15,963192,Hacker Group,Weak Passwords,VPN,7.0,9.774790488293093e-05,Fast (<24h),2,Critical: High Impact on Both
Australia,2015,Malware,Healthcare,42.15,680874,Unknown,Zero-day,Antivirus,8.0,6.190572705081998e-05,Fast (<24h),2,Critical: High Impact on Both
France,2018,DDoS,Government,15.71,904770,Hacker Group,Social Engineering,Antivirus,4.0,1.7363528852636582e-05,Fast (<24h),0,Widespread: High User Impact
USA,2022,SQL Injection,Government,98.46,429452,Hacker Group,Weak Passwords,Antivirus,6.0,0.0002292689287743,Fast (<24h),1,Targeted: High Financial Impact
USA,2018,Ransomware,Healthcare,51.71,858128,Hacker Group,Social Engineering,Antivirus,35.0,6.025907556914586e-05,Medium (24-72h),2,Critical: High Impact on Both
China,2021,Malware,Education,42.26,615849,Nation-state,Unpatched Software,Encryption,44.0,6.862071709136493e-05,Medium (24-72h),0,Widespread: High User Impact
UK,2019,Phishing,Education,99.45,467349,Nation-state,Zero-day,Firewall,44.0,0.0002127960046988,Medium (24-72h),5,Critical: High Impact on Both
France,2021,SQL Injection,Retail,63.74,235418,Nation-state,Weak Passwords,Encryption,28.0,0.0002707524488356,Medium (24-72h),1,Targeted: High Financial Impact
Australia,2017,SQL Injection,IT,5.05,823606,Insider,Weak Passwords,Encryption,25.0,6.1315726208891145e-06,Medium (24-72h),0,Widespread: High User Impact
China,2020,SQL Injection,IT,89.38,923489,Nation-state,Unpatched Software,Firewall,66.0,9.678512683962668e-05,Medium (24-72h),5,Critical: High Impact on Both
USA,2024,Phishing,IT,58.57,630793,Hacker Group,Social Engineering,AI-based Detection,64.0,9.285137913705448e-05,Medium (24-72h),5,Critical: High Impact on Both
France,2015,SQL Injection,Education,65.83,691903,Unknown,Zero-day,VPN,54.0,9.514339437753556e-05,Medium (24-72h),5,Critical: High Impact on Both
UK,2019,Phishing,Government,79.79,133632,Hacker Group,Weak Passwords,Firewall,8.0,0.0005970875239463,Fast (<24h),1,Targeted: High Financial Impact
Australia,2017,Phishing,Banking,90.5,42278,Insider,Weak Passwords,AI-based Detection,45.0,0.00214059321633,Medium (24-72h),1,Targeted: High Financial Impact
Germany,2016,Phishing,IT,2.1,176471,Unknown,Zero-day,VPN,9.0,1.1899972233398122e-05,Fast (<24h),4,Standard: Moderate Impact
India,2015,SQL Injection,Telecommunications,63.72,916516,Hacker Group,Social Engineering,Encryption,68.0,6.952415451557856e-05,Medium (24-72h),5,Critical: High Impact on Both
Japan,2023,SQL Injection,Government,87.8,510002,Hacker Group,Social Engineering,Firewall,62.0,0.0001721561876227,Medium (24-72h),5,Critical: High Impact on Both
UK,2015,Malware,IT,82.45,435994,Nation-state,Unpatched Software,Encryption,51.0,0.0001891081069922,Medium (24-72h),5,Critical: High Impact on Both
India,2016,Ransomware,IT,66.19,537670,Hacker Group,Unpatched Software,Encryption,55.0,0.0001231052504324,Medium (24-72h),5,Critical: High Impact on Both
Russia,2022,Malware,Banking,39.62,850339,Hacker Group,Social Engineering,Firewall,50.0,4.659318224849148e-05,Medium (24-72h),0,Widespread: High User Impact
Japan,2021,DDoS,Government,35.46,937562,Unknown,Zero-day,Firewall,10.0,3.782149873821678e-05,Fast (<24h),2,Critical: High Impact on Both
France,2020,Malware,Government,10.62,405267,Nation-state,Unpatched Software,AI-based Detection,5.0,2.620494636869027e-05,Fast (<24h),4,Standard: Moderate Impact
China,2022,DDoS,Government,80.76,346279,Unknown,Zero-day,Encryption,59.0,0.0002332223438325,Medium (24-72h),5,Critical: High Impact on Both
Brazil,2016,DDoS,Telecommunications,10.45,889928,Nation-state,Zero-day,Encryption,63.0,1.174252299062396e-05,Medium (24-72h),0,Widespread: High User Impact
France,2018,SQL Injection,Healthcare,0.95,376206,Unknown,Unpatched Software,Antivirus,44.0,2.5252122507349694e-06,Medium (24-72h),3,Standard: Moderate Impact
India,2018,Ransomware,IT,27.14,227433,Unknown,Unpatched Software,Antivirus,13.0,0.0001193318471813,Fast (<24h),4,Standard: Moderate Impact
Germany,2023,Ransomware,Healthcare,54.79,393779,Nation-state,Weak Passwords,Encryption,39.0,0.0001391389586544,Medium (24-72h),1,Targeted: High Financial Impact
Russia,2022,Ransomware,IT,41.08,529025,Insider,Unpatched Software,AI-based Detection,42.0,7.765228486366428e-05,Medium (24-72h),0,Widespread: High User Impact
Brazil,2024,Man-in-the-Middle,Education,8.94,451311,Unknown,Weak Passwords,Encryption,14.0,1.9808956573183457e-05,Fast (<24h),4,Standard: Moderate Impact
India,2017,Ransomware,Education,98.11,677198,Unknown,Social Engineering,VPN,28.0,0.0001448763877034,Medium (24-72h),2,Critical: High Impact on Both
Russia,2024,Man-in-the-Middle,Healthcare,9.4,480988,Nation-state,Unpatched Software,Encryption,59.0,1.954310710454315e-05,Medium (24-72h),3,Standard: Moderate Impact
Australia,2015,Ransomware,Telecommunications,46.39,605536,Nation-state,Unpatched Software,VPN,61.0,7.660981345452624e-05,Medium (24-72h),5,Critical: High Impact on Both
Brazil,2018,Ransomware,Banking,30.61,910960,Nation-state,Social Engineering,Antivirus,31.0,3.36019144638623e-05,Medium (24-72h),0,Widespread: High User Impact
China,2018,Ransomware,Banking,43.98,386308,Nation-state,Weak Passwords,Antivirus,3.0,0.0001138469822007,Fast (<24h),4,Standard: Moderate Impact
Australia,2017,Man-in-the-Middle,Banking,54.38,100855,Unknown,Social Engineering,VPN,2.0,0.0005391899261315,Fast (<24h),4,Standard: Moderate Impact
China,2023,Malware,Education,23.74,317922,Insider,Social Engineering,Antivirus,18.0,7.467240392297481e-05,Fast (<24h),4,Standard: Moderate Impact
USA,2018,DDoS,IT,82.13,220618,Unknown,Weak Passwords,Firewall,59.0,0.0003722724347061,Medium (24-72h),1,Targeted: High Financial Impact
India,2015,Ransomware,Telecommunications,24.7,825941,Hacker Group,Unpatched Software,VPN,54.0,2.990528379145726e-05,Medium (24-72h),0,Widespread: High User Impact
China,2022,Malware,Education,60.9,331234,Unknown,Social Engineering,Antivirus,3.0,0.000183857937289,Fast (<24h),4,Standard: Moderate Impact
China,2020,Man-in-the-Middle,Telecommunications,14.61,855055,Hacker Group,Unpatched Software,Antivirus,59.0,1.7086620158937145e-05,Medium (24-72h),0,Widespread: High User Impact
Japan,2022,DDoS,Telecommunications,34.31,305329,Unknown,Unpatched Software,Firewall,40.0,0.0001123705904123,Medium (24-72h),3,Standard: Moderate Impact
Japan,2020,Phishing,Government,32.39,442923,Nation-state,Social Engineering,Encryption,57.0,7.312783486068684e-05,Medium (24-72h),3,Standard: Moderate Impact
UK,2015,Ransomware,Banking,79.3,893277,Unknown,Social Engineering,Firewall,15.0,8.877425479442547e-05,Fast (<24h),2,Critical: High Impact on Both
China,2020,Malware,Healthcare,30.86,240532,Insider,Weak Passwords,Encryption,64.0,0.0001282989373555,Medium (24-72h),3,Standard: Moderate Impact
USA,2016,DDoS,Healthcare,93.14,947960,Nation-state,Weak Passwords,Firewall,55.0,9.825309084771508e-05,Medium (24-72h),5,Critical: High Impact on Both
Brazil,2018,Malware,Healthcare,52.87,437283,Insider,Zero-day,Antivirus,30.0,0.0001209056835047,Medium (24-72h),1,Targeted: High Financial Impact
China,2019,Malware,Healthcare,29.61,761390,Insider,Weak Passwords,Antivirus,7.0,3.888939965063896e-05,Fast (<24h),2,Critical: High Impact on Both
France,2019,Phishing,Retail,25.75,998507,Insider,Weak Passwords,AI-based Detection,15.0,2.5788502233835115e-05,Fast (<24h),0,Widespread: High User Impact
India,2017,DDoS,Retail,82.17,593329,Hacker Group,Unpatched Software,AI-based Detection,62.0,0.0001384897754871,Medium (24-72h),5,Critical: High Impact on Both
UK,2019,Phishing,Banking,60.07,197590,Insider,Zero-day,Encryption,62.0,0.000304013361,Medium (24-72h),3,Standard: Moderate Impact
Japan,2017,Ransomware,Banking,50.75,53111,Hacker Group,Social Engineering,Antivirus,15.0,0.0009555459321044,Fast (<24h),4,Standard: Moderate Impact
Australia,2017,Phishing,Retail,14.88,69641,Hacker Group,Unpatched Software,Firewall,54.0,0.0002136672362545,Medium (24-72h),3,Standard: Moderate Impact
Germany,2022,DDoS,IT,73.98,953770,Insider,Weak Passwords,Firewall,54.0,7.756587017834489e-05,Medium (24-72h),5,Critical: High Impact on Both
Japan,2023,SQL Injection,Retail,42.33,643549,Nation-state,Weak Passwords,VPN,20.0,6.577587720593148e-05,Fast (<24h),2,Critical: High Impact on Both
Brazil,2022,Man-in-the-Middle,Education,77.98,899279,Insider,Zero-day,Firewall,39.0,8.67139119227737e-05,Medium (24-72h),5,Critical: High Impact on Both
India,2016,Ransomware,Education,8.55,857887,Unknown,Social Engineering,Firewall,44.0,9.966347549269313e-06,Medium (24-72h),0,Widespread: High User Impact
Russia,2016,Phishing,Government,30.57,503775,Unknown,Zero-day,VPN,71.0,6.0681852017269614e-05,Medium (24-72h),3,Standard: Moderate Impact
Japan,2015,SQL Injection,IT,36.98,452892,Unknown,Weak Passwords,VPN,17.0,8.165302102929616e-05,Fast (<24h),4,Standard: Moderate Impact
Russia,2018,Ransomware,Healthcare,24.06,327566,Unknown,Unpatched Software,AI-based Detection,6.0,7.345084654695542e-05,Fast (<24h),4,Standard: Moderate Impact
Australia,2018,Ransomware,Education,50.66,851204,Insider,Zero-day,Firewall,3.0,5.951569776457817e-05,Fast (<24h),2,Critical: High Impact on Both
UK,2017,Man-in-the-Middle,Government,79.27,923309,Hacker Group,Unpatched Software,Firewall,29.0,8.585424814444567e-05,Medium (24-72h),2,Critical: High Impact on Both
Brazil,2023,Phishing,Banking,71.86,151590,Nation-state,Zero-day,Antivirus,30.0,0.0004740418233392,Medium (24-72h),1,Targeted: High Financial Impact
UK,2022,DDoS,Education,21.01,452432,Nation-state,Unpatched Software,Firewall,8.0,4.643791774233476e-05,Fast (<24h),4,Standard: Moderate Impact
Japan,2015,Ransomware,Retail,95.38,769596,Nation-state,Weak Passwords,VPN,65.0,0.0001239351555881,Medium (24-72h),5,Critical: High Impact on Both
Germany,2022,Phishing,Banking,14.79,407151,Unknown,Weak Passwords,Antivirus,37.0,3.632558927768813e-05,Medium (24-72h),4,Standard: Moderate Impact
Brazil,2023,DDoS,IT,45.97,312555,Nation-state,Social Engineering,AI-based Detection,67.0,0.0001470781142518,Medium (24-72h),3,Standard: Moderate Impact
Brazil,2019,Man-in-the-Middle,Government,76.39,311908,Unknown,Weak Passwords,Encryption,68.0,0.0002449119612193,Medium (24-72h),5,Critical: High Impact on Both
China,2018,Malware,Banking,68.55,59979,Insider,Zero-day,Firewall,41.0,0.0011429000150052,Medium (24-72h),1,Targeted: High Financial Impact
Japan,2019,Malware,IT,9.86,233545,Unknown,Zero-day,Antivirus,55.0,4.221884433406838e-05,Medium (24-72h),3,Standard: Moderate Impact
France,2020,Man-in-the-Middle,Retail,89.85,722081,Hacker Group,Zero-day,VPN,33.0,0.0001244320235541,Medium (24-72h),2,Critical: High Impact on Both
Russia,2024,SQL Injection,Healthcare,76.99,873037,Nation-state,Unpatched Software,Antivirus,31.0,8.818641134339093e-05,Medium (24-72h),2,Critical: High Impact on Both
India,2022,Malware,IT,12.08,482213,Nation-state,Social Engineering,AI-based Detection,3.0,2.505117033344186e-05,Fast (<24h),4,Standard: Moderate Impact
India,2020,Phishing,Education,39.72,512850,Hacker Group,Zero-day,Antivirus,15.0,7.744954665106756e-05,Fast (<24h),4,Standard: Moderate Impact
China,2023,Man-in-the-Middle,Telecommunications,37.73,849834,Hacker Group,Zero-day,AI-based Detection,56.0,4.4396905748652085e-05,Medium (24-72h),0,Widespread: High User Impact
Brazil,2022,Malware,Retail,78.03,660707,Insider,Unpatched Software,Firewall,11.0,0.0001181007617597,Fast (<24h),2,Critical: High Impact on Both
